"";"ID de l'entité";"Code INSEE";"Type d'entité";"Nom de l'entité";"Editeur de la source";"Commune";"Adresse";"Code Postal";"Coordonnées";"Email";"URL";"Notes";"EPCI";"Département";"Région";"Code Officiel Région";"Nom Officiel Région";"Code Officiel Commune / Arrondissement Municipal";"Nom Officiel Commune / Arrondissement Municipal";"Population municipale";"Population comptée à part";"Population totale";"Code Officiel Département";"Code Officiel Arrondissement Départemental";"Année de recensement";"Année d’entrée en vigueur";"Année de référence géographique";"Nom Officiel EPCI";"Code Officiel EPCI";"Nom Officiel Département";"Dernier Recensement";"Déclaration Obligatoire"
"34897";"mairie-24007-01";"24007";"Mairie";"Mairie - Allemans";"La Direction de l'information légale et administrative (Premier ministre)";"Allemans";"Le bourg";"24600";"45.287923, 0.308757";"mairie24.allemans@wanadoo.fr";"http://www.allemans.fr";"";"CC du Pays Ribéracois";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24007";"Allemans";514;8;522;"24";3;2020;2023;2022;"CC du Périgord Ribéracois";200040400;"Dordogne";2020;"No"
"1300";"mairie-24008-01";"24008";"Mairie";"Mairie - Angoisse";"La Direction de l'information légale et administrative (Premier ministre)";"Angoisse";"8 place de la Mairie";"24270";"44.843037, 0.790672";"mairie.angoisse@wanadoo.fr";"https://angoisseperigord.fr";"";"CC Isle-Loue-Auvézère en Périgord";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24008";"Angoisse";588;11;599;"24";2;2020;2023;2022;"CC Isle-Loue-Auvézère en Périgord";242401024;"Dordogne";2020;"No"
"2840";"mairie-24009-01";"24009";"Mairie";"Mairie - Anlhiac";"La Direction de l'information légale et administrative (Premier ministre)";"Anlhiac";"Le Bourg";"24160";"45.320065, 1.126524";"commune-d-anlhiac@orange.fr";"";"";"CC Isle-Loue-Auvézère en Périgord";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24009";"Anlhiac";265;9;274;"24";2;2020;2023;2022;"CC Isle-Loue-Auvézère en Périgord";242401024;"Dordogne";2020;"No"
"36535";"mairie-24010-01";"24010";"Mairie";"Mairie - Annesse-et-Beaulieu";"La Direction de l'information légale et administrative (Premier ministre)";"Annesse-et-Beaulieu";"Esplanade des Droits-de-l'Homme";"24430";"45.174347, 0.590259";"contact@annesse-beaulieu.fr";"http://www.annesse-et-beaulieu.com";"";"CA Le Grand Périgueux";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24010";"Annesse-et-Beaulieu";1412;50;1462;"24";3;2020;2023;2022;"CA Le Grand Périgueux";200040392;"Dordogne";2020;"No"
"2590";"mairie-24011-01";"24011";"Mairie";"Mairie - Antonne-et-Trigonant";"La Direction de l'information légale et administrative (Premier ministre)";"Antonne-et-Trigonant";"1 place André-Chastel";"24420";"45.213052, 0.831129";"mairie@antonne.fr";"http://www.antonne-trigonant.com";"";"CA Le Grand Périgueux";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24011";"Antonne-et-Trigonant";1293;19;1312;"24";3;2020;2023;2022;"CA Le Grand Périgueux";200040392;"Dordogne";2020;"No"
"6662";"mairie-24012-01";"24012";"Mairie";"Mairie - Archignac";"La Direction de l'information légale et administrative (Premier ministre)";"Archignac";"Le Bourg";"24590";"45.011397, 1.312385";"mairie.archignac@orange.fr";"http://www.archignac.fr";"";"CC du Pays de Fénelon";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24012";"Archignac";390;10;400;"24";4;2020;2023;2022;"CC du Pays de Fénelon";200040830;"Dordogne";2020;"No"
"30436";"mairie-24014-01";"24014";"Mairie";"Mairie - Aubas";"La Direction de l'information légale et administrative (Premier ministre)";"Aubas";"76 rue de la Mairie";"24290";"45.083294, 1.192684";"contact@aubas.fr";"https://www.aubas.fr";"";"CC de la Vallée de l'Homme";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24014";"Aubas";617;20;637;"24";4;2020;2023;2022;"CC de la Vallée de l'Homme";200041168;"Dordogne";2020;"No"
"21140";"mairie-24015-01";"24015";"Mairie";"Mairie - Audrix";"La Direction de l'information légale et administrative (Premier ministre)";"Audrix";"Le Bourg";"24260";"44.880532, 0.94839";"mairie-audrix@wanadoo.fr";"https://www.cc-valleedelhomme.fr";"";"CC de la Vallée de l'Homme";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24015";"Audrix";263;4;267;"24";4;2020;2023;2022;"CC de la Vallée de l'Homme";200041168;"Dordogne";2020;"No"
"9343";"mairie-24016-01";"24016";"Mairie";"Mairie - Augignac";"La Direction de l'information légale et administrative (Premier ministre)";"Augignac";"[""""Maison des services publics"""", """"3 place de la Mairie""""]";"24300";"45.5920528, 0.7014916";"mairie.augignac@wanadoo.fr";"http://www.augignac.fr";"";"CC du Périgord Nontronnais";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24016";"Augignac";824;19;843;"24";2;2020;2023;2022;"CC du Périgord Nontronnais";200071819;"Dordogne";2020;"No"
"5645";"mairie-24018-01";"24018";"Mairie";"Mairie - Auriac-du-Périgord";"La Direction de l'information légale et administrative (Premier ministre)";"Auriac-du-Périgord";"Le Bourg";"24290";"44.850712, 0.688979";"mairie@auriac-du-perigord.fr";"http://www.auriac-du-perigord.fr";"";"CC du Terrassonnais en Périgord Noir Thenon Hautefort";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24018";"Auriac-du-Périgord";401;10;411;"24";4;2020;2023;2022;"CC Terrassonnais Haut Périgord Noir";200041150;"Dordogne";2020;"No"
"30691";"mairie-24019-01";"24019";"Mairie";"Mairie - Azerat";"La Direction de l'information légale et administrative (Premier ministre)";"Azerat";"5 place de le Mairie";"24210";"45.14979, 1.125188";"mairie.azerat@wanadoo.fr";"";"";"CC du Terrassonnais en Périgord Noir Thenon Hautefort";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24019";"Azerat";440;7;447;"24";4;2020;2023;2022;"CC Terrassonnais Haut Périgord Noir";200041150;"Dordogne";2020;"No"
"15655";"mairie-24020-01";"24020";"Mairie";"Mairie - La Bachellerie";"La Direction de l'information légale et administrative (Premier ministre)";"La Bachellerie";"29 rue de la République";"24210";"45.145653, 1.153134";"mairie.labachellerie@orange.fr";"http://www.labachellerie-perigord.fr";"";"CC du Terrassonnais en Périgord Noir Thenon Hautefort";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24020";"La Bachellerie";894;21;915;"24";4;2020;2023;2022;"CC Terrassonnais Haut Périgord Noir";200041150;"Dordogne";2020;"No"
"5467";"mairie-24021-01";"24021";"Mairie";"Mairie - Badefols-d'Ans";"La Direction de l'information légale et administrative (Premier ministre)";"Badefols-d'Ans";"Le Bourg";"24390";"45.228304, 1.199042";"mairie.badefols@wanadoo.fr";"";"";"CC du Terrassonnais en Périgord Noir Thenon Hautefort";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24021";"Badefols-d'Ans";386;8;394;"24";4;2020;2023;2022;"CC Terrassonnais Haut Périgord Noir";200041150;"Dordogne";2020;"No"
"23620";"mairie-24022-01";"24022";"Mairie";"Mairie - Badefols-sur-Dordogne";"La Direction de l'information légale et administrative (Premier ministre)";"Badefols-sur-Dordogne";"Le Bourg";"24150";"44.842044, 0.7908039";"mairie-badefols-dordogne@wanadoo.fr";"http://www.badefols-sur-dordogne.fr";"";"CC des Bastides Dordogne-Périgord";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24022";"Badefols-sur-Dordogne";208;5;213;"24";1;2020;2023;2022;"CC des Bastides Dordogne-Périgord";200034833;"Dordogne";2020;"No"
"17616";"mairie-24023-01";"24023";"Mairie";"Mairie - Baneuil";"La Direction de l'information légale et administrative (Premier ministre)";"Baneuil";"[""""Le Bourg"""", """"66 rue du Château""""]";"24150";"44.852645874, 0.689420998096";"baneuilmairie@wanadoo.fr";"http://www.baneuil.fr";"";"CC des Bastides Dordogne-Périgord";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24023";"Baneuil";324;13;337;"24";1;2020;2023;2022;"CC des Bastides Dordogne-Périgord";200034833;"Dordogne";2020;"No"
"17509";"mairie-24024-01";"24024";"Mairie";"Mairie - Bardou";"La Direction de l'information légale et administrative (Premier ministre)";"Bardou";"Le Bourg";"24560";"44.736217, 0.68575";"mairie.bardou@wanadoo.fr";"http://www.ccpsp24.fr/fr/information/42075/bardou";"";"CC de Portes Sud Périgord";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24024";"Bardou";46;0;46;"24";1;2020;2023;2022;"CC de Portes Sud Périgord";200040889;"Dordogne";2020;"No"
"30877";"mairie-24025-01";"24025";"Mairie";"Mairie - Bars";"La Direction de l'information légale et administrative (Premier ministre)";"Bars";"Le Bourg";"24210";"45.0996, 1.06284";"mairie.bars24@orange.fr";"http://www.barsenperigord.fr";"";"CC du Terrassonnais en Périgord Noir Thenon Hautefort";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24025";"Bars";237;7;244;"24";4;2020;2023;2022;"CC Terrassonnais Haut Périgord Noir";200041150;"Dordogne";2020;"No"
"3588";"mairie-24026-06";"24026";"Mairie";"Mairie déléguée - Saint-Antoine-d'Auberoche";"La Direction de l'information légale et administrative (Premier ministre)";"Bassillac et Auberoche";"Saint-Antoine-d'Auberoche";"24330";"45.1418762207, 0.943762004375";"mairie.saintantoinedauberoche@wanadoo.fr";"";"";"CA Le Grand Périgueux";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24026";"Bassillac et Auberoche";4364;83;4447;"24";3;2020;2023;2022;"CA Le Grand Périgueux";200040392;"Dordogne";2020;"Yes"
"24731";"mairie-24026-05";"24026";"Mairie";"Mairie déléguée - Milhac-d'Auberoche";"La Direction de l'information légale et administrative (Premier ministre)";"Bassillac et Auberoche";"Milhac-d'Auberoche";"24330";"45.1106491089, 0.914874017239";"mairie.milhacdauberoche@wanadoo.fr";"http://www.milhacdauberoche.fr";"";"CA Le Grand Périgueux";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24026";"Bassillac et Auberoche";4364;83;4447;"24";3;2020;2023;2022;"CA Le Grand Périgueux";200040392;"Dordogne";2020;"Yes"
"27044";"mairie-24026-01";"24026";"Mairie";"Mairie - Bassillac-et-Auberoche";"La Direction de l'information légale et administrative (Premier ministre)";"Bassillac-et-Auberoche";"[""""Bassillac"""", """"750 avenue François-Mitterrand""""]";"24330";"45.191644, 0.813782";"accueil@bassillac-et-auberoche.fr";"http://www.commune-bassillac.fr";"";"CA Le Grand Périgueux";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24026";"Bassillac et Auberoche";4364;83;4447;"24";3;2020;2023;2022;"CA Le Grand Périgueux";200040392;"Dordogne";2020;"Yes"
"30720";"mairie-24027-01";"24027";"Mairie";"Mairie - Bayac";"La Direction de l'information légale et administrative (Premier ministre)";"Bayac";"[""""Le Bourg"""", """"1 rue du Château""""]";"24150";"44.803881, 0.726605";"mairie.bayac@wanadoo.fr";"http://www.bayac.fr";"";"CC des Bastides Dordogne-Périgord";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24027";"Bayac";358;1;359;"24";1;2020;2023;2022;"CC des Bastides Dordogne-Périgord";200034833;"Dordogne";2020;"No"
"258";"mairie-24028-02";"24028";"Mairie";"Mairie - Labouquerie";"La Direction de l'information légale et administrative (Premier ministre)";"Labouquerie";"Le Bourg";"24440";"44.742509, 0.795501";"mairie.labouquerie@wanadoo.fr";"http://www.pays-de-bergerac.com";"";"CC des Bastides Dordogne-Périgord";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24028";"Beaumontois en Périgord";1803;35;1838;"24";1;2020;2023;2022;"CC des Bastides Dordogne-Périgord";200034833;"Dordogne";2020;"No"
"4715";"mairie-24028-01";"24028";"Mairie";"Mairie - Beaumontois-en-Périgord";"La Direction de l'information légale et administrative (Premier ministre)";"Beaumontois-en-Périgord";"[""""Lieu-dit Beaumont-du-Périgord"""", """"1 rue Romieu""""]";"24440";"44.769748, 0.767359";"mairie.beaumontoisenperigord@orange.fr";"http://www.beaumontois-en-perigord.fr";"";"CC des Bastides Dordogne-Périgord";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24028";"Beaumontois en Périgord";1803;35;1838;"24";1;2020;2023;2022;"CC des Bastides Dordogne-Périgord";200034833;"Dordogne";2020;"No"
"35732";"mairie-24029-01";"24029";"Mairie";"Mairie - Beaupouyet";"La Direction de l'information légale et administrative (Premier ministre)";"Beaupouyet";"Le Bourg";"24400";"44.9976399, 0.27303";"mairie.beaupouyet@orange.fr";"";"";"CC Isle et Crempse-en-Périgord";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24029";"Beaupouyet";533;6;539;"24";3;2020;2023;2022;"CC Isle et Crempse en Périgord";200069094;"Dordogne";2020;"No"
"31239";"mairie-24030-01";"24030";"Mairie";"Mairie - Beauregard-de-Terrasson";"La Direction de l'information légale et administrative (Premier ministre)";"Beauregard-de-Terrasson";"17 rue de la République";"24120";"45.1483461, 1.2286185";"mairie-beauregard@wanadoo.fr";"http://www.beauregard-de-terrasson.fr";"";"CC du Terrassonnais en Périgord Noir Thenon Hautefort";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24030";"Beauregard-de-Terrasson";681;16;697;"24";4;2020;2023;2022;"CC Terrassonnais Haut Périgord Noir";200041150;"Dordogne";2020;"No"
"33405";"mairie-24031-01";"24031";"Mairie";"Mairie - Beauregard-et-Bassac";"La Direction de l'information légale et administrative (Premier ministre)";"Beauregard-et-Bassac";"Le Bourg";"24140";"44.988233, 0.643769";"beauregard24.pp@orange.fr";"";"";"CC Isle et Crempse-en-Périgord";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24031";"Beauregard-et-Bassac";273;5;278;"24";3;2020;2023;2022;"CC Isle et Crempse en Périgord";200069094;"Dordogne";2020;"No"
"23621";"mairie-24032-01";"24032";"Mairie";"Mairie - Beauronne";"La Direction de l'information légale et administrative (Premier ministre)";"Beauronne";"1705 chemin de la Reine";"24400";"45.095184, 0.38145";"mairie.beauronne@wanadoo.fr";"";"";"CC Isle Vern Salembre en Périgord";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24032";"Beauronne";371;10;381;"24";3;2020;2023;2022;"CC Isle Vern Salembre en Périgord";200040095;"Dordogne";2020;"No"
"27531";"mairie-24034-01";"24034";"Mairie";"Mairie - Beleymas";"La Direction de l'information légale et administrative (Premier ministre)";"Beleymas";"Le Bourg";"24140";"44.992685, 0.504006";"beleymas.mairie@wanadoo.fr";"http://www.beleymas.fr";"";"CC Isle et Crempse-en-Périgord";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24034";"Beleymas";272;8;280;"24";3;2020;2023;2022;"CC Isle et Crempse en Périgord";200069094;"Dordogne";2020;"No"
"30437";"mairie-24035-01";"24035";"Mairie";"Mairie - Belvès";"La Direction de l'information légale et administrative (Premier ministre)";"Belvès";"Place de la Liberté";"24170";"44.777423, 1.005432";"mairie.belves@wanadoo.fr";"http://www.belves-en-perigord.com";"";"CC Vallée de la Dordogne et Forêt Bessède";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24035";"Pays de Belvès";1337;36;1373;"24";4;2020;2023;2022;"CC Vallée de la Dordogne et Forêt Bessède";200041051;"Dordogne";2020;"No"
"25335";"mairie-24036-01";"24036";"Mairie";"Mairie - Berbiguières";"La Direction de l'information légale et administrative (Premier ministre)";"Berbiguières";"[""""Le Bourg"""", """"1 place de la Mairie""""]";"24220";"44.8345473, 1.0438786";"berbiguieres.mairie@wanadoo.fr";"";"";"CC Vallée de la Dordogne et Forêt Bessède";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24036";"Berbiguières";177;3;180;"24";4;2020;2023;2022;"CC Vallée de la Dordogne et Forêt Bessède";200041051;"Dordogne";2020;"No"
"25590";"mairie-24037-01";"24037";"Mairie";"Mairie - Bergerac";"La Direction de l'information légale et administrative (Premier ministre)";"Bergerac Cedex";"[""""19 rue Neuve-d'Argenson"""", """"BP 826""""]";"24108";"44.8501653, 0.4846778";"contact@bergerac.fr";"http://www.bergerac.fr";"";"CA Bergeracoise";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24037";"Bergerac";26360;741;27101;"24";1;2020;2023;2022;"CA Bergeracoise";200070647;"Dordogne";2020;"Yes"
"15220";"mairie-24038-01";"24038";"Mairie";"Mairie - Bertric-Burée";"La Direction de l'information légale et administrative (Premier ministre)";"Bertric-Burée";"Le Bourg";"24320";"45.3045342, 0.3588606";"mairie.bertricburee@wanadoo.fr";"";"";"CC du Pays Ribéracois";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24038";"Bertric-Burée";430;13;443;"24";3;2020;2023;2022;"CC du Périgord Ribéracois";200040400;"Dordogne";2020;"No"
"4426";"mairie-24039-01";"24039";"Mairie";"Mairie - Besse";"La Direction de l'information légale et administrative (Premier ministre)";"Besse";"Le Bourg";"24550";"44.669207, 1.106826";"mairie-besse@wanadoo.fr";"http://www.besse24.fr";"";"CC de Domme - Villefranche du Périgord";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24039";"Besse";163;4;167;"24";4;2020;2023;2022;"CC de Domme-Villefranche du Périgord";200041440;"Dordogne";2020;"No"
"31831";"mairie-24040-01";"24040";"Mairie";"Mairie - Beynac-et-Cazenac";"La Direction de l'information légale et administrative (Premier ministre)";"Beynac-et-Cazenac";"[""""Le Bourg"""", """"1 rue de la Laïcité""""]";"24220";"44.8556036, 1.1304516";"mairiebeynacetcazenac@orange.fr";"";"";"CC Sarlat-Périgord Noir";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24040";"Beynac-et-Cazenac";546;9;555;"24";4;2020;2023;2022;"CC Sarlat-Périgord Noir";200027217;"Dordogne";2020;"No"
"2177";"mairie-24042-01";"24042";"Mairie";"Mairie - Biras";"La Direction de l'information légale et administrative (Premier ministre)";"Biras";"Le Bourg";"24310";"45.2872809, 0.6378175";"mairie.biras@wanadoo.fr";"";"";"CC Dronne et Belle";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24042";"Biras";681;7;688;"24";2;2020;2023;2022;"CC Dronne et Belle";200041572;"Dordogne";2020;"No"
"28375";"mairie-24043-01";"24043";"Mairie";"Mairie - Biron";"La Direction de l'information légale et administrative (Premier ministre)";"Biron";"Le Bourg";"24540";"44.631104, 0.872158";"biron.mairie@wanadoo.fr";"http://www.biron24.fr";"";"CC des Bastides Dordogne-Périgord";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24043";"Biron";142;10;152;"24";1;2020;2023;2022;"CC des Bastides Dordogne-Périgord";200034833;"Dordogne";2020;"No"
"32934";"mairie-24045-01";"24045";"Mairie";"Mairie - Boisse";"La Direction de l'information légale et administrative (Premier ministre)";"Boisse";"Le Bourg";"24560";"44.715823, 0.654051";"commune.de.boisse@orange.fr";"";"";"CC de Portes Sud Périgord";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24045";"Boisse";246;4;250;"24";1;2020;2023;2022;"CC de Portes Sud Périgord";200040889;"Dordogne";2020;"No"
"31832";"mairie-24046-01";"24046";"Mairie";"Mairie - Boisseuilh";"La Direction de l'information légale et administrative (Premier ministre)";"Boisseuilh";"Le Bourg";"24390";"45.288324, 1.1766349";"mairie.de.boisseuilh@gmail.com";"";"";"CC du Terrassonnais en Périgord Noir Thenon Hautefort";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24046";"Boisseuilh";117;3;120;"24";4;2020;2023;2022;"CC Terrassonnais Haut Périgord Noir";200041150;"Dordogne";2020;"No"
"10861";"mairie-24048-01";"24048";"Mairie";"Mairie - Bonneville-et-Saint-Avit-de-Fumadières";"La Direction de l'information légale et administrative (Premier ministre)";"Bonneville-St-Avit-de-Fumadières";"2546 rue de la République";"24230";"44.882716, 0.07992";"mairie.de.bonneville@wanadoo.fr";"";"";"CC de Montaigne Montravel et Gurson";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24048";"Bonneville-et-Saint-Avit-de-Fumadières";315;11;326;"24";1;2020;2023;2022;"CC de Montaigne Montravel et Gurson";200034197;"Dordogne";2020;"No"
"29299";"mairie-24050-01";"24050";"Mairie";"Mairie - Borrèze";"La Direction de l'information légale et administrative (Premier ministre)";"Borrèze";"Le Bourg";"24590";"44.95467, 1.382842";"mairie.borreze@orange.fr";"";"";"CC du Pays de Fénelon";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24050";"Borrèze";345;4;349;"24";4;2020;2023;2022;"CC du Pays de Fénelon";200040830;"Dordogne";2020;"No"
"22352";"mairie-24051-01";"24051";"Mairie";"Mairie - Bosset";"La Direction de l'information légale et administrative (Premier ministre)";"Bosset";"Le Bourg";"24130";"44.952355, 0.355028";"mairiebosset@wanadoo.fr";"";"";"CA Bergeracoise";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24051";"Bosset";219;1;220;"24";1;2020;2023;2022;"CA Bergeracoise";200070647;"Dordogne";2020;"No"
"3770";"mairie-24052-01";"24052";"Mairie";"Mairie - Bouillac";"La Direction de l'information légale et administrative (Premier ministre)";"Bouillac";"Le Bourg";"24480";"44.759328, 0.917144";"mairie.bouillac@wanadoo.fr";"http://ccbdp.frcarte-de-la-communaute-de-communes";"";"CC des Bastides Dordogne-Périgord";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24052";"Bouillac";128;0;128;"24";1;2020;2023;2022;"CC des Bastides Dordogne-Périgord";200034833;"Dordogne";2020;"No"
"6476";"mairie-24053-02";"24053";"Mairie";"Mairie déléguée - Sainte-Marie-de-Chignac";"La Direction de l'information légale et administrative (Premier ministre)";"Boulazac Isle Manoire";"Sainte-Marie-de-Chignac";"24330";"45.130947, 0.826668";"mairie.saintemariedechignac@wanadoo.fr";"https://www.boulazacislemanoire.fr";"";"CA Le Grand Périgueux";"DORDOGNE";"NOUVELLE-AQUITAINE";75;"Nouvelle-Aquitaine";"24053";"Boulazac Isle Manoire";10738;352;11090;"24";3;2020;2023;2022;"CA Le Grand Périgueux";200040392;"Dordogne";2020;"Yes"
